Mushroom ID,Cap Shape,Cap Color,Gill Size,Stalk Shape,Habitat,Edibility,Market Demand,Spore Print Color,Population,Odor,Bruising,Ring Type,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Growth Rate,Inspection Date,Incubation date,Temperature,Measurement
324,flat,white,narrow,enlarging,grasses,?,4,?,abundant,musty,No,none,fibrous,silky,orange,white,universal,orange,2.574643719783687,5/9/2023,5/4/2023,6,C
325,?,red,narrow,enlarging,paths,edible,3,white,scattered,anise,No,flaring,?,fibrous,pink,pink,universal,white,2.5387185586654044,2/10/2022,2/4/2022,18,C
326,convex,yellow,broad,enlarging,paths,poisonous,3,brown,several,almond,Yes,flaring,smooth,fibrous,?,gray,partial,yellow,2.595993818,2/8/2023,2/4/2023,15,C
327,bell,gray,narrow,enlarging,grasses,edible,7,yellow,abundant,almond,No,none,silky,scaly,orange,white,partial,orange,1.6277379141131862,5/7/2023,5/3/2023,9,C
328,flat,yellow,narrow,tapering,urban,edible,3,white,numerous,foul,?,evanescent,scaly,silky,white,orange,universal,?,2.726681194927896,3/14/2023,3/5/2023,25,C
?,convex,?,broad,tapering,grasses,edible,7,black,abundant,anise,?,?,scaly,smooth,gray,white,partial,brown,4.577630921554135,3/3/2023,3/1/2023,27,C
?,flat,red,narrow,enlarging,woods,edible,2,orange,numerous,musty,Yes,evanescent,fibrous,fibrous,brown,white,partial,?,1.6739205089466496,4/5/2023,4/5/2023,20,C
331,sunken,yellow,broad,enlarging,grasses,poisonous,2,black,solitary,musty,No,none,scaly,scaly,brown,pink,partial,yellow,?,4/7/2023,4/5/2023,25,C
332,flat,gray,?,enlarging,grasses,?,5,brown,numerous,foul,No,flaring,smooth,scaly,white,white,partial,orange,4.147085786878696,3/7/2022,3/3/2022,12,C
333,flat,white,?,?,woods,edible,3,brown,abundant,musty,Yes,?,scaly,scaly,pink,pink,partial,orange,3.645836373619594,5/10/2020,5/3/2020,16,C
334,flat,red,narrow,enlarging,paths,poisonous,5,brown,numerous,almond,No,?,scaly,smooth,white,pink,universal,yellow,1.7266307575597153,1/9/2023,1/4/2023,9,C
335,convex,?,narrow,enlarging,paths,poisonous,4,orange,abundant,foul,Yes,none,smooth,scaly,white,orange,universal,white,1.9313617956152611,3/10/2022,3/3/2022,17,C
336,conical,?,broad,enlarging,woods,poisonous,7,orange,abundant,anise,Yes,pendant,scaly,?,?,white,universal,brown,2.606462237,1/6/2023,1/3/2023,22,C
337,convex,yellow,?,?,grasses,edible,3,white,solitary,foul,Yes,flaring,silky,scaly,orange,?,universal,brown,?,3/8/2021,3/3/2021,13,C
338,bell,red,narrow,enlarging,woods,edible,6,brown,solitary,musty,No,flaring,silky,smooth,pink,white,universal,white,0.7378598710375532,1/10/2023,1/5/2023,7,C
339,bell,brown,narrow,enlarging,?,edible,9,brown,abundant,almond,No,pendant,fibrous,?,gray,orange,universal,brown,2.4528934872809627,4/6/2020,4/1/2020,0,C
340,convex,brown,broad,tapering,paths,edible,6,yellow,scattered,anise,Yes,flaring,silky,fibrous,pink,brown,universal,?,1.1402563979623346,2/11/2022,2/2/2022,20,C
341,sunken,yellow,narrow,enlarging,leaves,poisonous,?,orange,solitary,foul,Yes,evanescent,?,scaly,gray,brown,partial,orange,3.2666975767371875,5/6/2023,5/5/2023,8,C
342,convex,yellow,broad,tapering,woods,poisonous,3,brown,scattered,almond,Yes,evanescent,smooth,?,?,gray,?,?,2.750554231777687,5/5/2022,5/1/2022,1,C
343,?,?,broad,tapering,urban,poisonous,2,?,several,foul,No,none,?,scaly,white,brown,?,brown,2.5419212303365093,5/8/2022,5/2/2022,23,C
344,sunken,yellow,narrow,tapering,grasses,poisonous,9,black,scattered,?,No,none,scaly,scaly,orange,white,universal,yellow,4.645758749464074,1/4/2023,1/1/2023,1,C
345,sunken,red,broad,enlarging,?,edible,9,white,several,foul,Yes,flaring,smooth,scaly,orange,pink,partial,orange,2.9559014616788706,2/8/2023,2/5/2023,5,C
346,bell,red,narrow,enlarging,urban,edible,1,white,abundant,almond,No,evanescent,silky,scaly,orange,orange,universal,white,1.1977844334765138,5/4/2023,5/2/2023,27,C
347,bell,yellow,broad,enlarging,grasses,edible,9,brown,solitary,musty,No,evanescent,fibrous,fibrous,?,brown,universal,white,2.8510370386826636,5/4/2023,5/4/2023,26,C
348,flat,?,broad,tapering,woods,edible,8,brown,numerous,musty,Yes,evanescent,smooth,smooth,?,pink,?,yellow,4.0800444051200575,3/5/2023,3/1/2023,10,C
349,conical,brown,?,tapering,paths,poisonous,10,black,several,almond,No,evanescent,smooth,scaly,pink,orange,partial,white,1.1134888440886348,3/7/2021,3/3/2021,3,C
?,conical,yellow,narrow,enlarging,paths,poisonous,?,?,scattered,?,Yes,flaring,scaly,silky,white,brown,?,?,4.084920104221013,3/7/2023,3/4/2023,26,C
351,flat,yellow,narrow,enlarging,paths,?,2,brown,several,foul,No,none,silky,?,pink,brown,universal,brown,1.1598243193411364,3/11/2020,3/5/2020,6,C
352,?,white,narrow,enlarging,urban,poisonous,10,orange,?,anise,No,pendant,fibrous,fibrous,brown,white,universal,yellow,?,1/11/2023,1/3/2023,18,C
353,conical,yellow,broad,enlarging,urban,poisonous,7,white,?,anise,No,?,?,fibrous,?,pink,partial,yellow,3.7379888096481833,2/8/2023,2/4/2023,5,C
354,flat,yellow,narrow,enlarging,urban,edible,3,white,several,?,Yes,?,smooth,smooth,pink,gray,universal,orange,3.6834969363924506,1/7/2023,1/2/2023,24,C
355,conical,gray,?,tapering,?,poisonous,?,yellow,abundant,musty,No,evanescent,silky,?,brown,pink,universal,brown,3.9015025176066773,3/2/2021,3/1/2021,26,C
356,flat,red,narrow,enlarging,?,?,5,?,scattered,musty,Yes,pendant,silky,?,white,brown,?,white,1.657208774520968,5/8/2023,5/4/2023,9,C
357,flat,white,narrow,?,urban,edible,?,brown,?,foul,Yes,pendant,silky,silky,pink,pink,universal,white,2.468960789001033,1/5/2023,1/4/2023,22,C
358,sunken,red,broad,enlarging,?,poisonous,10,brown,numerous,creosote,Yes,flaring,fibrous,silky,brown,orange,partial,orange,0.5058941322356503,1/6/2023,1/3/2023,19,C
359,?,?,broad,tapering,leaves,edible,10,black,numerous,foul,?,flaring,fibrous,fibrous,white,orange,universal,yellow,?,2/9/2023,2/1/2023,6,C
360,conical,red,broad,tapering,grasses,edible,?,?,several,foul,No,flaring,silky,?,brown,pink,universal,yellow,2.7171121972456063,5/5/2023,5/1/2023,20,C
361,convex,white,narrow,enlarging,leaves,edible,5,brown,numerous,almond,No,evanescent,scaly,?,orange,brown,universal,brown,3.4046319858860725,1/4/2023,1/4/2023,12,C
362,bell,yellow,broad,?,grasses,edible,4,brown,scattered,musty,Yes,flaring,scaly,fibrous,?,white,universal,white,4.736777543344377,3/6/2023,3/2/2023,11,C
363,conical,gray,narrow,tapering,leaves,edible,?,white,scattered,anise,Yes,pendant,scaly,silky,gray,orange,universal,white,0.6497392580367614,1/10/2023,1/4/2023,5,C
364,convex,white,narrow,enlarging,leaves,edible,9,white,solitary,foul,?,pendant,silky,scaly,gray,?,partial,?,2.2423665209029693,2/12/2023,2/4/2023,5,C
365,?,white,narrow,enlarging,leaves,poisonous,6,white,scattered,creosote,No,pendant,fibrous,?,pink,gray,partial,white,3.7275590173167275,2/9/2023,2/1/2023,0,C
366,flat,yellow,narrow,enlarging,paths,edible,4,orange,numerous,anise,No,evanescent,smooth,silky,brown,pink,?,yellow,2.9423693554021395,2/3/2023,2/3/2023,6,C
367,bell,red,broad,enlarging,leaves,poisonous,3,black,abundant,almond,No,none,?,?,pink,orange,partial,orange,0.5475850967842576,1/5/2023,1/4/2023,12,C
368,sunken,brown,narrow,enlarging,grasses,poisonous,5,white,?,foul,?,none,smooth,smooth,white,white,universal,orange,1.4056914622650907,3/12/2031,3/4/2031,12,C
369,conical,white,narrow,enlarging,woods,?,?,yellow,solitary,foul,Yes,evanescent,fibrous,smooth,pink,?,universal,yellow,3.6048816649391116,4/11/2023,4/5/2023,10,C
370,conical,white,?,enlarging,grasses,poisonous,3,yellow,numerous,musty,No,evanescent,smooth,fibrous,orange,white,universal,white,14.836628078562656,1/9/2023,1/4/2023,12,C
371,flat,yellow,narrow,?,paths,?,6,?,solitary,almond,No,evanescent,smooth,silky,gray,gray,universal,brown,2.306386848546527,1/4/2023,1/3/2023,29,C
372,conical,brown,broad,enlarging,urban,poisonous,1,yellow,?,almond,Yes,flaring,smooth,smooth,orange,orange,universal,orange,1.8752647191104013,4/7/2023,4/1/2023,11,C
373,convex,brown,narrow,enlarging,grasses,edible,6,yellow,abundant,anise,Yes,?,scaly,?,pink,brown,universal,brown,2.6237752092060704,1/10/2023,1/5/2023,29,C
374,convex,brown,narrow,enlarging,paths,poisonous,9,yellow,solitary,creosote,Yes,flaring,scaly,smooth,brown,brown,universal,yellow,4.414753176998557,4/4/2023,4/2/2023,27,C
?,bell,gray,?,?,paths,poisonous,4,white,solitary,?,Yes,?,silky,fibrous,?,gray,universal,white,4.271511675078942,5/8/2023,5/1/2023,10,C
376,bell,white,broad,tapering,grasses,edible,4,black,several,?,No,evanescent,smooth,fibrous,orange,?,universal,yellow,3.3618983796869815,4/10/2023,4/4/2023,14,C
377,sunken,brown,narrow,enlarging,woods,poisonous,4,?,scattered,musty,No,?,smooth,scaly,orange,brown,universal,orange,1.1495535567250432,5/1/2023,5/1/2023,4,C
?,?,red,narrow,tapering,urban,?,?,?,abundant,creosote,?,none,fibrous,silky,white,brown,universal,white,3.121849874829018,3/12/2023,3/5/2023,12,C
?,sunken,gray,narrow,tapering,grasses,edible,4,black,solitary,creosote,No,none,smooth,scaly,white,orange,partial,white,?,2/9/2023,2/4/2023,10,C
380,?,brown,narrow,enlarging,grasses,poisonous,?,brown,several,foul,Yes,none,smooth,smooth,orange,?,universal,orange,1.0544480715731366,2/9/2023,2/3/2023,8,C
381,sunken,gray,broad,enlarging,urban,edible,4,black,several,musty,Yes,?,scaly,smooth,brown,?,partial,yellow,?,2/7/2022,2/3/2022,25,C
382,flat,brown,?,enlarging,woods,?,2,?,scattered,almond,No,evanescent,smooth,fibrous,orange,brown,?,orange,3.9278840756802937,2/9/2023,2/3/2023,15,C
383,conical,brown,broad,tapering,grasses,?,2,yellow,numerous,almond,No,?,fibrous,scaly,orange,brown,universal,yellow,1.6812886752256204,4/3/2023,4/1/2023,23,C
?,flat,white,broad,tapering,grasses,poisonous,6,orange,several,?,No,evanescent,smooth,smooth,orange,brown,partial,yellow,3.0048997669011737,2/8/2023,2/5/2023,18,C
385,convex,red,broad,tapering,woods,poisonous,?,yellow,numerous,creosote,Yes,none,smooth,smooth,orange,white,universal,orange,2.1243367349505475,3/4/2023,3/1/2023,9,C
386,bell,white,narrow,enlarging,grasses,poisonous,8,?,scattered,creosote,?,?,smooth,fibrous,white,white,universal,yellow,?,5/10/2023,5/1/2023,11,C
387,sunken,red,narrow,?,grasses,poisonous,7,black,solitary,anise,Yes,pendant,fibrous,smooth,pink,pink,universal,orange,3.525131002705754,4/4/2023,4/3/2023,17,C
388,?,brown,broad,tapering,urban,edible,1,yellow,?,anise,No,flaring,silky,smooth,orange,gray,partial,orange,1.7152563026132155,3/1/2023,3/1/2023,6,C
?,flat,red,broad,tapering,grasses,edible,6,white,abundant,anise,No,flaring,smooth,smooth,brown,orange,partial,white,4.273047106676497,4/2/2023,4/2/2023,9,C
390,conical,white,broad,enlarging,woods,poisonous,5,brown,abundant,foul,Yes,pendant,silky,smooth,white,gray,partial,yellow,4.063114651151194,2/10/2023,2/3/2023,2,C
391,bell,white,broad,enlarging,paths,?,6,orange,several,anise,No,none,scaly,scaly,?,orange,universal,?,0.8813336982995568,4/5/2023,4/2/2023,5,C
392,convex,gray,broad,enlarging,urban,poisonous,8,?,solitary,?,Yes,pendant,scaly,silky,?,?,universal,brown,3.2176861940711703,1/8/2023,1/1/2023,28,C
393,?,white,broad,tapering,woods,?,7,?,scattered,?,No,none,smooth,scaly,white,brown,universal,yellow,4.896968526956602,1/4/2023,1/2/2023,4,C
394,?,gray,?,tapering,woods,poisonous,?,yellow,several,foul,Yes,pendant,scaly,smooth,pink,gray,universal,?,3.0036510308393147,2/7/2023,2/4/2023,14,C
?,flat,white,broad,tapering,leaves,poisonous,5,brown,numerous,musty,No,evanescent,smooth,smooth,white,brown,partial,?,1.6776105761732165,2/8/2023,2/4/2023,0,C
396,convex,gray,narrow,enlarging,woods,poisonous,8,orange,abundant,almond,No,flaring,smooth,?,pink,orange,universal,white,0.5887424450393588,4/9/2023,4/3/2023,6,C
397,bell,white,narrow,enlarging,woods,edible,6,orange,scattered,foul,Yes,flaring,smooth,?,pink,pink,universal,yellow,2.4799643495115173,5/5/2023,5/5/2023,26,C
398,flat,gray,broad,enlarging,?,edible,8,brown,numerous,musty,No,none,?,scaly,gray,white,partial,yellow,4.689329006977609,2/3/2023,2/2/2023,8,C
399,flat,white,narrow,tapering,grasses,edible,7,brown,scattered,foul,No,flaring,fibrous,?,brown,brown,universal,white,1.033249420082308,2/2/2023,2/1/2023,3,C
400,sunken,red,broad,enlarging,leaves,edible,10,yellow,several,?,Yes,none,silky,silky,brown,orange,partial,white,0.5052860536770992,5/2/2022,5/2/2022,29,C
401,conical,yellow,narrow,tapering,paths,edible,?,white,several,creosote,No,flaring,smooth,fibrous,white,gray,partial,yellow,2.8149639331363145,2/11/2023,2/5/2023,0,C
402,flat,yellow,narrow,tapering,?,edible,6,orange,scattered,foul,Yes,?,silky,scaly,pink,white,partial,yellow,3.7576880461215767,3/10/2023,3/5/2023,16,C
403,convex,?,broad,tapering,grasses,edible,4,?,several,creosote,Yes,pendant,fibrous,fibrous,brown,gray,universal,brown,2.3017377792786426,2/10/2023,2/4/2023,11,C
404,conical,yellow,broad,enlarging,grasses,poisonous,6,white,abundant,foul,Yes,flaring,fibrous,scaly,brown,gray,universal,yellow,4.425001707247304,5/5/2023,5/3/2023,9,C
405,?,brown,narrow,tapering,urban,poisonous,4,brown,scattered,foul,No,none,fibrous,silky,?,brown,partial,orange,0.9624727603166234,4/11/2023,4/4/2023,17,C
406,bell,?,narrow,tapering,?,poisonous,7,orange,numerous,almond,Yes,none,fibrous,silky,white,white,universal,orange,1.267475151846879,4/7/2020,4/1/2020,15,C
407,bell,gray,broad,enlarging,paths,edible,6,orange,numerous,foul,No,flaring,silky,fibrous,brown,gray,universal,brown,2.657922898255488,3/12/2023,3/3/2023,0,C
408,sunken,gray,broad,enlarging,woods,poisonous,10,orange,several,foul,No,none,smooth,fibrous,white,orange,universal,brown,3.419889081012998,5/10/2023,5/3/2023,20,C
409,sunken,gray,broad,enlarging,urban,poisonous,8,white,several,creosote,Yes,evanescent,?,silky,pink,white,universal,?,3.760390145858655,3/9/2023,3/2/2023,27,C
410,convex,white,broad,enlarging,grasses,poisonous,5,brown,several,almond,No,evanescent,fibrous,fibrous,orange,brown,universal,yellow,0.7466633999409544,1/6/2023,1/4/2023,8,C
411,conical,gray,?,tapering,leaves,edible,7,brown,abundant,foul,?,pendant,silky,?,orange,orange,?,white,4.221546007570204,2/7/2023,2/1/2023,29,C
412,flat,?,broad,enlarging,leaves,edible,?,?,solitary,musty,Yes,none,smooth,smooth,gray,pink,partial,white,0.7619682124437066,3/5/2023,3/1/2023,14,C
413,?,gray,narrow,tapering,urban,poisonous,10,?,scattered,almond,No,evanescent,?,silky,gray,white,partial,white,1.5173998736754752,4/7/2020,4/5/2020,8,C
?,flat,gray,narrow,tapering,woods,edible,9,brown,solitary,?,?,evanescent,smooth,smooth,orange,pink,universal,yellow,2.410919695,1/9/2023,1/1/2023,23,C
415,bell,yellow,narrow,tapering,leaves,poisonous,7,black,scattered,musty,Yes,none,scaly,fibrous,white,white,?,white,2.9658732533858356,5/10/2023,5/3/2023,7,C
416,bell,yellow,broad,enlarging,?,edible,2,orange,numerous,creosote,Yes,pendant,smooth,scaly,white,gray,universal,yellow,2.1784554145786372,4/6/2022,4/1/2022,24,C
417,convex,gray,broad,?,grasses,edible,7,black,abundant,anise,Yes,pendant,scaly,scaly,?,?,partial,white,2.4918556078297023,5/10/2023,5/2/2023,4,C
418,convex,gray,broad,tapering,paths,edible,?,orange,several,almond,Yes,pendant,smooth,smooth,orange,white,universal,white,2.2068819592785287,5/8/2023,5/5/2023,20,C
419,convex,?,?,enlarging,leaves,poisonous,5,white,solitary,creosote,No,evanescent,silky,fibrous,white,brown,universal,orange,3.647245658058659,5/13/2023,5/4/2023,15,C
420,sunken,yellow,broad,tapering,leaves,edible,3,yellow,solitary,almond,Yes,none,scaly,scaly,brown,brown,partial,white,3.4165251821581535,5/8/2022,5/3/2022,24,C
421,convex,white,broad,tapering,paths,edible,2,black,abundant,almond,Yes,pendant,smooth,silky,pink,gray,universal,brown,1.8215187963491486,1/6/2023,1/5/2023,13,C
422,flat,gray,broad,enlarging,paths,poisonous,3,brown,several,foul,No,none,?,scaly,brown,white,partial,white,0.8745687344194131,1/5/2023,1/2/2023,18,C
423,convex,yellow,narrow,enlarging,paths,poisonous,6,yellow,abundant,creosote,Yes,none,fibrous,?,orange,pink,partial,orange,?,4/9/2023,4/5/2023,25,C
424,?,gray,?,tapering,urban,edible,5,brown,abundant,anise,Yes,?,scaly,?,gray,?,?,orange,4.885005018138747,2/8/2023,2/3/2023,7,C
425,bell,white,broad,enlarging,paths,edible,6,black,abundant,foul,Yes,pendant,smooth,silky,gray,gray,universal,orange,0.9121584307957058,5/7/2023,5/1/2023,23,C
426,bell,brown,narrow,tapering,leaves,edible,1,white,numerous,almond,Yes,pendant,smooth,silky,gray,pink,partial,white,4.668678080506978,3/4/2023,3/2/2023,17,C
?,bell,gray,?,?,grasses,poisonous,9,yellow,several,almond,No,none,scaly,smooth,orange,?,universal,orange,3.067924612486306,1/9/2023,1/1/2023,6,C
428,flat,yellow,broad,?,?,edible,1,brown,solitary,foul,Yes,flaring,smooth,silky,gray,pink,partial,orange,0.5022670047773969,4/6/2023,4/2/2023,2,C
429,conical,yellow,broad,tapering,grasses,edible,?,brown,scattered,almond,Yes,?,silky,smooth,orange,pink,partial,?,?,4/8/2023,4/3/2023,21,C
430,sunken,red,broad,enlarging,urban,poisonous,6,yellow,solitary,anise,?,flaring,silky,scaly,brown,orange,universal,yellow,0.7294832592352418,2/11/2023,2/2/2023,11,C
431,flat,yellow,broad,tapering,woods,poisonous,?,white,numerous,anise,No,none,smooth,silky,gray,gray,partial,orange,0.9776086377622908,2/12/2023,2/4/2023,21,C
432,conical,yellow,broad,tapering,paths,edible,5,black,?,?,Yes,none,fibrous,scaly,pink,white,partial,brown,2.998703095,5/6/2023,5/5/2023,29,C
433,?,?,narrow,enlarging,grasses,edible,9,black,several,almond,Yes,flaring,smooth,?,brown,?,partial,brown,2.129542962658008,5/1/2023,5/1/2023,8,C
434,flat,brown,broad,tapering,urban,poisonous,2,white,solitary,musty,No,?,silky,fibrous,orange,white,universal,brown,3.769307425579036,2/11/2022,2/2/2022,17,C
435,convex,gray,narrow,enlarging,?,edible,6,orange,abundant,creosote,Yes,none,fibrous,silky,orange,?,partial,orange,0.5531929111108781,1/9/2022,1/2/2022,3,C
436,bell,gray,broad,enlarging,urban,poisonous,3,brown,solitary,anise,No,none,scaly,silky,orange,white,universal,yellow,0.7162935746363375,1/9/2023,1/5/2023,14,C
437,flat,yellow,broad,?,?,edible,?,black,abundant,creosote,Yes,flaring,smooth,fibrous,white,orange,partial,orange,2.0660701170046396,3/5/2023,3/1/2023,3,C
438,sunken,white,narrow,enlarging,leaves,poisonous,10,brown,abundant,anise,No,flaring,silky,scaly,brown,orange,partial,orange,1.8007694672350378,4/9/2023,4/4/2023,22,C
439,sunken,white,broad,tapering,urban,edible,3,yellow,scattered,almond,No,flaring,?,fibrous,pink,orange,?,brown,?,1/9/2023,1/5/2023,4,C
440,sunken,?,broad,enlarging,grasses,poisonous,6,white,numerous,musty,?,none,?,fibrous,gray,gray,partial,brown,3.5873490343369943,1/3/2023,1/2/2023,7,C
441,flat,?,broad,enlarging,woods,edible,6,white,numerous,musty,?,flaring,smooth,silky,?,pink,partial,white,?,4/2/2023,4/1/2023,16,C
442,?,gray,narrow,tapering,leaves,poisonous,10,yellow,?,anise,No,pendant,smooth,?,orange,pink,partial,yellow,1.53339588,3/6/2023,3/3/2023,28,C
443,sunken,gray,?,tapering,?,?,7,orange,scattered,?,No,evanescent,silky,silky,brown,gray,partial,white,3.5720497763155494,2/3/2031,2/1/2031,20,C
444,flat,yellow,?,tapering,urban,edible,7,brown,several,anise,Yes,flaring,scaly,fibrous,brown,brown,partial,brown,1.2903133231958337,4/8/2023,4/3/2023,4,C
445,bell,white,broad,enlarging,grasses,edible,5,orange,scattered,creosote,Yes,none,fibrous,smooth,gray,?,partial,brown,0.8685877550676336,4/10/2023,4/1/2023,3,C
446,?,?,narrow,?,leaves,?,8,brown,abundant,musty,Yes,none,?,smooth,gray,white,universal,?,4.953907601800678,4/4/2023,4/4/2023,12,C
447,bell,white,?,enlarging,woods,poisonous,3,orange,solitary,creosote,Yes,flaring,silky,smooth,white,pink,universal,brown,1.274668755311282,4/7/2023,4/3/2023,13,C
?,sunken,yellow,narrow,enlarging,leaves,poisonous,2,brown,scattered,musty,Yes,pendant,scaly,silky,?,gray,universal,?,4.55549084,2/9/2023,2/3/2023,5,C
449,bell,yellow,broad,enlarging,grasses,poisonous,4,orange,several,almond,Yes,pendant,smooth,?,gray,gray,partial,white,2.618005824388077,2/6/2023,2/4/2023,16,C
450,sunken,gray,narrow,tapering,woods,poisonous,1,brown,several,anise,No,pendant,silky,scaly,white,pink,universal,orange,4.570102164966362,1/8/2023,1/4/2023,26,C
451,bell,red,broad,enlarging,?,edible,8,yellow,scattered,almond,?,none,scaly,?,orange,brown,partial,brown,?,5/9/2023,5/5/2023,25,C
?,bell,gray,broad,enlarging,grasses,poisonous,?,white,several,almond,Yes,none,scaly,smooth,?,brown,universal,yellow,2.6301695720153804,5/7/2023,5/4/2023,3,C
453,?,gray,broad,tapering,grasses,poisonous,3,brown,scattered,creosote,Yes,?,fibrous,fibrous,gray,orange,universal,yellow,3.417900034,5/11/2023,5/4/2023,9,C
454,?,gray,?,tapering,?,edible,4,?,numerous,almond,No,none,scaly,scaly,?,orange,partial,orange,3.5349750453061195,4/3/2023,4/1/2023,25,C
455,sunken,yellow,broad,enlarging,grasses,poisonous,?,orange,abundant,foul,No,evanescent,scaly,smooth,?,pink,partial,brown,?,3/7/2020,3/4/2020,29,C
456,sunken,gray,broad,enlarging,urban,poisonous,10,?,solitary,musty,No,flaring,fibrous,fibrous,gray,orange,universal,yellow,4.370430087423449,5/6/2023,5/4/2023,18,C
457,flat,?,narrow,tapering,urban,poisonous,2,black,solitary,?,?,pendant,scaly,smooth,pink,orange,universal,?,2.001932262480383,3/8/2023,3/5/2023,28,C
458,flat,?,broad,tapering,?,poisonous,5,white,solitary,almond,?,flaring,silky,smooth,pink,orange,partial,yellow,1.535306724955905,4/6/2023,4/4/2023,19,C
459,bell,brown,broad,enlarging,woods,poisonous,3,white,?,creosote,No,pendant,smooth,fibrous,brown,pink,partial,yellow,3.196157454700576,5/11/2023,5/5/2023,14,C
460,convex,brown,narrow,tapering,paths,poisonous,7,yellow,abundant,anise,Yes,none,silky,?,white,?,universal,brown,1.9458099877649069,3/11/2023,3/3/2023,7,C
461,flat,white,narrow,tapering,grasses,?,2,yellow,numerous,almond,Yes,none,smooth,silky,brown,gray,universal,?,4.401806562156379,3/9/2023,3/1/2023,20,C
462,flat,gray,narrow,enlarging,grasses,edible,5,black,numerous,?,No,flaring,smooth,silky,brown,pink,universal,yellow,4.944938421479407,1/2/2023,1/1/2023,10,C
463,sunken,red,narrow,enlarging,grasses,edible,1,yellow,scattered,almond,No,flaring,scaly,scaly,pink,orange,universal,brown,3.866747423198405,3/10/2023,3/4/2023,13,C
464,sunken,white,narrow,tapering,urban,poisonous,5,white,numerous,creosote,Yes,flaring,fibrous,smooth,white,orange,?,orange,1.6448221559924965,4/4/2023,4/4/2023,12,C
?,bell,yellow,narrow,enlarging,urban,edible,9,?,solitary,almond,Yes,pendant,smooth,scaly,white,brown,universal,yellow,3.920377885933908,1/6/2020,1/4/2020,19,C
466,flat,yellow,narrow,enlarging,urban,poisonous,10,brown,scattered,foul,No,evanescent,?,silky,orange,white,partial,brown,2.0594688481171852,3/6/2021,3/4/2021,21,C
467,flat,red,narrow,tapering,grasses,edible,4,brown,abundant,foul,No,evanescent,?,?,pink,brown,partial,orange,2.2261003291903414,3/12/2023,3/4/2023,18,C
468,bell,gray,narrow,?,leaves,?,4,?,numerous,?,Yes,flaring,fibrous,silky,brown,pink,universal,?,3.551905952856362,1/10/2023,1/5/2023,25,C
469,conical,yellow,narrow,enlarging,grasses,edible,3,brown,several,?,No,flaring,silky,silky,orange,white,partial,brown,3.269885424,1/3/2023,1/1/2023,16,C
?,?,gray,broad,enlarging,woods,edible,?,yellow,numerous,foul,Yes,flaring,silky,fibrous,orange,?,universal,brown,3.838981327866152,5/10/2023,5/3/2023,29,C
471,conical,gray,narrow,enlarging,leaves,poisonous,2,black,abundant,creosote,No,pendant,silky,scaly,gray,brown,partial,orange,3.5102707588524202,4/1/2023,4/1/2023,8,C
472,bell,brown,?,?,paths,?,?,black,several,foul,Yes,none,smooth,silky,gray,?,partial,yellow,1.245935739969488,1/6/2023,1/1/2023,26,C
473,convex,?,broad,tapering,urban,edible,6,white,several,?,Yes,?,fibrous,scaly,?,orange,universal,orange,1.765762935394143,4/6/2020,4/1/2020,6,C
474,bell,yellow,broad,tapering,woods,edible,5,yellow,several,?,?,pendant,fibrous,silky,white,white,universal,brown,2.3200859261971747,2/10/2023,2/1/2023,10,C
475,convex,white,broad,?,paths,poisonous,4,yellow,solitary,musty,?,evanescent,smooth,smooth,brown,white,?,brown,1.0085260873399573,2/5/2023,2/2/2023,11,C
476,flat,white,narrow,tapering,grasses,poisonous,1,brown,numerous,creosote,No,evanescent,?,smooth,orange,white,universal,?,4.003521388281839,3/5/2022,3/1/2022,9,C
?,bell,red,?,tapering,urban,poisonous,8,brown,abundant,anise,Yes,evanescent,silky,smooth,?,brown,universal,yellow,1.4503512604805684,4/5/2023,4/3/2023,19,C
478,flat,gray,broad,tapering,urban,poisonous,10,black,numerous,creosote,No,none,smooth,smooth,gray,orange,universal,?,1.812743267,5/10/2023,5/3/2023,1,C
479,convex,red,narrow,enlarging,grasses,edible,7,black,scattered,musty,No,none,fibrous,smooth,brown,pink,universal,white,?,1/4/2023,1/1/2023,19,C
480,convex,brown,narrow,enlarging,grasses,edible,4,?,scattered,almond,Yes,pendant,silky,smooth,white,white,partial,orange,4.041070938555187,4/4/2023,4/2/2023,28,C
?,convex,red,narrow,enlarging,grasses,poisonous,8,brown,numerous,almond,No,evanescent,fibrous,silky,gray,?,partial,white,4.328543418263985,5/2/2023,5/1/2023,5,C
?,convex,?,?,tapering,paths,poisonous,?,black,numerous,almond,?,?,smooth,smooth,pink,pink,partial,brown,0.9181204740111127,5/7/2023,5/3/2023,13,C
483,conical,?,narrow,enlarging,paths,poisonous,2,brown,solitary,?,No,none,scaly,scaly,brown,orange,partial,orange,4.541320934736317,4/14/2023,4/5/2023,25,C
484,?,white,broad,?,grasses,edible,1,black,numerous,almond,Yes,pendant,scaly,smooth,white,gray,universal,brown,11.3444438954636422,2/11/2023,2/2/2023,9,C
485,flat,white,narrow,?,urban,poisonous,1,white,numerous,almond,Yes,pendant,silky,smooth,orange,pink,partial,white,2.563636796313849,3/10/2022,3/3/2022,5,C
486,bell,white,narrow,enlarging,urban,edible,9,white,several,creosote,No,?,scaly,fibrous,brown,white,universal,yellow,4.014395106,5/5/2023,5/1/2023,24,C
